airport_name,iata_code,icao_code,latitude,longitude,gmt,country_iso2
State,HES,KHRI,45.85,-119.28333,-8,US
Hohhot,HET,ZBHH,40.854713,111.814156,8,CN
Hardy-Anders,HEZ,KHEZ,31.614721,-91.29639,-6,US
Haifa,HFA,LLHA,32.81182,35.04018,2,IL
Brainard,HFD,KHFD,41.733055,-72.65,-5,US
Shanghai,HFE,ZSOF,31.85,117.28333,8,CN
Hornafjordur,HFN,BIHN,64.28333,-15.266667,,IS
Hagfors,HFS,ESOH,60.0175,13.569167,1,SE
Hammerfest,HFT,ENHF,70.67999,23.675867,1,NO
Hargeisa,HGA,HCMH,9.515833,44.091667,3,SO
Hughenden,HGD,YHUG,-20.81889,144.22444,10,AU
Hangzhou,HGH,ZSHC,30.236935,120.43236,8,CN
Helgoland,HGL,EDXH,54.186943,7.916667,1,DE
Mae Hong Son,HGN,VTCH,19.29968,97.97523,7,TH
Korhogo,HGO,DIKO,9.413889,-5.616667,,CI
Wash. County Regional,HGR,KHGR,39.70778,-77.73,-5,US
Hastings,HGS,GFHA,8.393056,-13.13,,SL
Kagamuga,HGU,AYMH,-5.828767,144.29738,10,PG
Hilton Head,HHH,KHXD,32.216667,-80.683334,-5,US
Frankfurt-Hahn,HHN,EDFH,49.948334,7.264167,1,DE
Hua Hin Airport,HHQ,VTPH,12.6274,99.95145,7,TH
Hikueru,HHZ,NTGH,-17.533333,-142.53334,-10,PF
Lianshui,HIA,ZSSH,33.7875,119.12778,8,CN
Chisholm,HIB,KHIB,47.38861,-92.83861,-6,US
Horn Island,HID,YHID,-10.583333,142.28334,10,AU
Mt Washington Regional Airport,HIE,KHIE,44.365833,-71.548615,-5,US
Municipal,HII,KHII,34.568333,-114.35528,-7,US
Hiroshima Airport,HIJ,RJOA,34.43611,132.91945,9,JP
Hingurakgoda,HIM,VCCH,8.05,80.97111,5.30,LK
Sacheon,HIN,RKPS,35.09263,128.08676,9,KR
Portland,HIO,KHIO,45.516666,-122.98333,-8,US
Headingly,HIP,YHDY,-21.316668,138.28334,10,AU
Henderson International,HIR,AGGH,-9.428592,160.04819,11,SB
Hayman Island,HIS,YHYN,-20.066668,148.86667,10,AU
Hiroshima West,HIW,RJBH,34.36361,132.41638,9,JP
Zhi Jiang,HJJ,ZGCJ,27.44139,109.69972,8,CN
Khajuraho,HJR,VAKJ,24.818747,79.91642,5.30,IN
Khujirt,HJT,ZMHU,46.9,102.76667,8,MN
Municipal,HKA,KHKA,35.933334,-89.916664,-6,US
Healy Lake,HKB,PAHV,63.86667,-148.96666,-9,US
Hakodate,HKD,RJCH,41.776127,140.81581,9,JP
Hong Kong International,HKG,VHHH,22.315248,113.93649,8,HK
Hokitika Airport,HKK,NZHK,-42.714912,170.98346,12,NZ
Hoskins,HKN,AYHK,-5.456876,150.403,10,PG
Hawkins Field,HKS,KHKS,32.3,-90.2,-6,US
Phuket International,HKT,VTSP,8.107619,98.306435,7,TH
Haskovo,HKV,LB14,41.933334,25.55,2,BG
Hickory,HKY,KHKY,35.73861,-81.39167,-5,US
Lanseria,HLA,FALA,-25.937843,27.926432,2,ZA
Hill City,HLC,KHLC,39.36667,-99.85,-6,US
Hailar,HLD,ZBLA,49.209873,119.80654,8,CN
Hultsfred - Vimmerby,HLF,ESSF,57.52639,15.827778,1,SE
Ulanhot,HLH,ZBUL,46.19349,122.00148,8,CN
Hollister,HLI,KCVH,36.85,-121.4,-8,US
Park Township,HLM,KHLM,42.783333,-86.11667,-5,US
Helena,HLN,KHLN,46.61052,-111.99018,-7,US
Halim Perdana Kusuma,HLP,WIIH,-6.268056,106.89028,7,ID
St Helens,HLS,YSTH,-41.266666,148.25,10,AU
Hamilton,HLT,YHML,-37.65,142.06056,10,AU
Hamilton,HLZ,NZHN,-37.86622,175.33603,12,NZ
Khanty-Mansiysk,HMA,USHH,61.02613,69.09714,5,RU
Mubarak International,HMB,HEMK,26.338877,31.737167,2,EG
Oued Irara Airport,HME,DAUH,31.675303,6.145436,1,DZ
Hermannsburg,HMG,YHMB,-23.95,132.75,9.30,AU
Hami,HMI,ZWHM,42.916668,93.416664,8,CN
Khmelnitskiy,HMJ,UKLH,49.416668,27,2,UA
Gen Pesqueira Garcia,HMO,MMHO,29.089905,-111.051704,-7,MX
Hamar Airport,HMR,ENHA,60.8,11.116667,1,NO
Ryan Field,HMT,KHMT,33.733334,-117.025,-8,US
Hemavan,HMV,ESUT,65.727776,15.273056,1,SE
Hanamaki,HNA,RJSI,39.426926,141.13077,9,JP
Hatteras,HNC,KHSE,35.216667,-75.7,-5,US
Haneda Airport,HND,RJTT,35.54907,139.78453,9,JP
Hoonah,HNH,PAOH,58.098057,-135.40334,-9,US
Honolulu International,HNL,PHNL,21.325832,-157.92166,-10,US
Hana,HNM,PHHN,20.795834,-156.01889,-10,US
Municipal,HNS,KHNS,59.245834,-135.51889,-9,US
Hengyang,HNY,ZGHY,26.85,112.5,8,CN
Hola,HOA,HKHO,-1,40,3,KE
Lea County,HOB,KHOB,32.68861,-103.21694,-7,US
Hodeidah Airport,HOD,OYHD,14.755638,42.970478,3,YE
Alahsa,HOF,OEAH,25.294783,49.48746,3,SA
Frank Pais,HOG,MUHG,20.785278,-76.315,-5,CU
Hohenems-Dornbirn,HOH,LOIH,47.38333,9.7,1,AT
Hao Island,HOI,NTTO,-18.06248,-140.96529,-10,PF
Hooker Creek,HOK,YHOO,-18.335,130.6325,9.30,AU
Homer,HOM,PAHO,59.64324,-151.49316,-9,US
Howes,HON,KHON,44.38361,-98.22639,-6,US
Campbell AAF,HOP,KHOP,36.86667,-87.48333,-6,US
Hof,HOQ,EDQM,50.289165,11.862222,1,DE
Horta,HOR,LPHR,38.52,-28.717222,-1,PT
Memorial Field,HOT,KHOT,34.47889,-93.09611,-6,US
William P Hobby,HOU,KHOU,29.654512,-95.277016,-6,US
Hovden,HOV,ENOV,62.179787,6.078802,1,NO
Salote Pilolevu,HPA,NFTL,-19.778538,-174.34088,13,TO
Hooper Bay,HPB,PAHP,61.525078,-166.14586,-9,US
Catbi,HPH,VVCI,20.823315,106.727325,7,VN
Westchester County Apt,HPN,KHPN,41.068672,-73.70389,-5,US
Baytown Airport,HPY,KHPY,29.733334,-94.96667,-6,US
Harbin,HRB,ZYHB,45.620853,126.23644,8,CN
Harare,HRE,FVHA,-17.91863,31.099249,2,ZW
Hurghada,HRG,HEGN,27.189156,33.8055,2,EG
Kharkov,HRK,UKHH,49.92078,36.281185,2,UA
Valley International,HRL,KHRL,26.223482,-97.662254,-6,US
Tilrempt,HRM,DAFH,33.166668,3.2,1,DZ
Boone County,HRO,KHRO,36.261665,-93.155556,-6,US
Linton-On-Ouse,HRT,KHRT,54,-1.55,,GB
Saga,HSG,RJFS,33.153828,130.30278,9,JP
Henderson Executive,HSH,KHND,35.968334,-115.11916,-8,US
Hastings,HSI,KHSI,40.605556,-98.42694,-6,US
Huesca-Pirineos,HSK,LEHC,42.08093,-0.323469,1,ES
Huslia,HSL,PAHS,65.7025,-156.375,-9,US
Horsham,HSM,YHSM,-36.666668,142.16667,10,AU
Zhoushan,HSN,ZSZS,29.935259,122.35691,8,CN
Hissar,HSS,VIHR,29.166668,75.8,5.30,IN
Huntsville International - Carl T. Jones Field,HSV,KHSV,34.64857,-86.77484,-6,US
Chita,HTA,UIAA,52.033333,113.3,9,RU
Hatanga,HTG,UOHH,71.96667,102.5,7,RU
Hawthorne,HTH,KHTH,38.533333,-118.63333,-8,US
Hamilton Island,HTI,YBHM,-20.35175,148.94847,10,AU
Roscommon County,HTL,KHTL,44.448055,-84.71111,-5,US
Hotan,HTN,ZWTN,37.040436,79.87245,8,CN
East Hampton,HTO,KHTO,40.959442,-72.25166,-5,US
Hateruma,HTR,RORH,24.05,123.8,9,JP
Tri-state/Milton,HTS,KHTS,38.366943,-82.556114,-5,US
Hopetoun,HTU,YHPN,-35.7,142.36667,10,AU
Lawrence County Airpark,HTW,KHTW,36.833332,-76.28333,-5,US
Hatay,HTY,LTDA,36.364544,36.28057,3,TR
Humbert River,HUB,YHBR,-16.5,130.75,9.30,AU
